CompanyName,street,City,State,ZipCode,ZipPlus,ContactFirstName,ContactLastName,ContactTitle,Phone,BusinessDescription,PrimaryNAICS,NAICS2,NAICS3,NAICS4,NAICS5,BusinessType,County,Employee,AnnualSales,URL,YearEstablished
Beaufort County ABC Store,968 US Highway 264 Byp,Belhaven,NC,27810,9290,Morgan,Sparrow,Manager,2529432107,Liquors-Retail,445310,,,,,Private,Beaufort,1,187000,,1995
Beaufort County ABC Store 2,320 North Carolina Highway 33,Aurora,NC,27806,,Sherri L,Hollister,Manager,2523225274,Liquors-Retail,445310,,,,,Private,Beaufort,1,187000,CO.BEAUFORT.NC.US,1998
Beaufort Wine & Food Weekend,129 Middle Ln,Beaufort,NC,28516,2158,,,,2525150708,Wines-Retail,445310,,,,,Private,Carteret,2,412000,BEAUFORTWINEANDFOOD.ORG,2017
Beer & Wine Express,593 US 441 N,Whittier,NC,28789,4530,,,,8284976990,Beer & Ale-Retail,445310,,,,,Private,Jackson,4,860000,BEERANDWINEEXPRESS.COM,2016
Beer Army Productions LLC,1620 Old Cherry Point Rd # 305,New Bern,NC,28564,4538,,,,2522885814,Beer & Ale-Retail,445310,,,,,Private,Craven,4,954000,THEBEERARMY.COM,2015
Beer City Bicycle,897 Riverside Dr,Asheville,NC,28804,3221,Frank,Smith,Manager,8285752453,Beer & Ale-Retail,445310,451110,451110,532284,,Private,Buncombe,4,1792000,BEERCITYBICYCLES.COM,2017
Beer City Crossfit,70 Westside Dr,Asheville,NC,28806,2845,Abby,Mcdonnell,Owner,8286764362,Beer & Ale-Retail,445310,,,,,Private,Buncombe,4,1792000,BEERCITYCROSSFIT.COM,2016
Beer Co,121 W Mcgee St # D,Greensboro,NC,27401,2784,,,,3367632204,Beer & Ale-Retail,445310,,,,,Private,Guilford,1,369000,BEERADVOCATE.COM,1996
Beer Co,106 W Elm St,Graham,NC,27253,2802,,,,3366843628,Beer & Ale-Retail,445310,,,,,Private,Alamance,4,,BEERCOINC.COM,2019
Beer Dispensary LLC,112 S Salem St,Apex,NC,27502,,,,,9192676040,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,CRAFTBEEROFAPEX.COM,2010
Beer Exchange,606 E 10th St,Charlotte,NC,28202,3130,,,,9542492066,Beer & Ale-Retail,445310,,,,,Private,Mecklenburg,4,2024000,THEBEEREXCHANGE.IO,2013
Beer Express,21 Kudzu Ln,Whittier,NC,28789,,,,,8284976990,Beer & Ale-Retail,445310,,,,,Private,Jackson,4,860000,BEERANDWINEEXPRESS.COM,2016
Beer Life LLC,1620 Fairfax Rd,Greensboro,NC,27407,4139,Brianna,Craig,Manager,3360001111,Beer & Ale-Retail,445310,,,,,Private,Guilford,4,1476000,,2018
Beer Republic Elon LLC,901 E Haggard Ave,Elon,NC,27244,9133,Kimberly A,Sparrow,Owner,3360001111,Beer & Ale-Retail,445310,,,,,Private,Alamance,4,864000,,2016
Beerded Lady Bottle Shop,1350 5th Ave # 170,Garner,NC,27529,3875,Shannon C,Cummings,Other,9199953602,Liquors-Retail,445310,,,,,Private,Wake,3,58000,THEBEERDEDLADY.COM,2016
Beers Enterprises,121 W Morgan St,Raleigh,NC,27601,1335,,,,9198344199,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,,2012
Belville ABC,477 Olde Waterford Way,Belville,NC,28451,4201,Michelle,York,Manager,9103716863,Liquors-Retail,445310,445310,,,,Private,Brunswick,6,1304000,,2009
Black Chicken Fine Wine,113 E North Main St,Waxhaw,NC,28173,6029,,,,7048437756,Wines-Retail,445310,,,,,Private,Union,2,459000,BLACKCHICKENWINECELLAR.COM,2014
Black Chicken Wine Seller,131 Matthews Station St # 1B,Matthews,NC,28105,6786,Jason,Niec,Owner,7043211244,Wines-Retail,445310,,,,,Private,Mecklenburg,1,506000,BLACKCHICKENWINECELLAR.COM,2011
Black Mountain ABC,207 Nc 9 Hwy,Black Mountain,NC,28711,3426,Randy,Reece,Manager,8286692385,Liquors-Retail,445310,445310,,,,Private,Buncombe,5,2240000,EXPLOREBLACKMOUNTAIN.COM,1993
Bless Your Heart Wine & Art,104 S Main St,Kernersville,NC,27284,2758,,,,3365770219,Wines-Retail,445310,,,,,Private,Forsyth,1,482000,BLESSYOURHEARTWINEANDART.COM,2016
Blue Ridge Beer Hub,21 East St,Waynesville,NC,28786,2081,Marlowe,Mager,Owner,8282469320,Beer & Ale-Retail,445310,424820,,,,Private,Haywood,2,441000,,2018
Blue Ridge Distributing Co Inc,2214 N College Ave,Newton,NC,28658,2797,Larry E,Robinson,President,8284648483,Liquors-Retail,445310,445310,445310,,,Private,Catawba,5,1240000,,2011
Bond Brothers Beer Co,202 E Cedar St,Cary,NC,27511,3440,Andy,Schnitzer,Owner,9192724931,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,,2016
Bordeaux Fine & Rare,3300 Lake Woodard Dr,Raleigh,NC,27604,3828,Bill,Bowman,Owner,9198509463,Wines-Retail,445310,424820,,,,Private,Wake,2,39000,BFRWINE.COM,2004
Boston Beer Co,7215 Witham Ct,Charlotte,NC,28270,1311,,,,6173685000,Beer & Ale-Retail,445310,,,,,Private,Mecklenburg,4,2024000,BOSTONBEER.COM,2001
Bosu's Wine Shop,138 Miller St,Waynesville,NC,28786,3716,Robert,Dune,Owner,8284520120,Wines-Retail,445310,,,,,Private,Haywood,1,221000,BOSUSWINESHOP.GODADDYSITES.COM,1993
Botanas Beer,901 Smoky Park Hwy,Candler,NC,28715,5547,Miguel,Gonzalez,Other,8286651110,Beer & Ale-Retail,445310,722511,,,,Private,Buncombe,4,1792000,BOTANASANDBEER.COM,2014
Bottle Mixx,8111 Creedmoor Rd # 153,Raleigh,NC,27613,4395,Ellen,Mc Kim,Owner,9196151703,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,BOTTLEMIXX.COM,2013
Bottle Revolution,4025 Lake Boone Trl # 105,Raleigh,NC,27607,3080,Nick,Lazarus,Owner,9193078991,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,BOTTLEREV.COM,2014
Breeze Thru,1225 N Andy Griffith Pkwy,Mt Airy,NC,27030,,,,,9193804180,Liquors-Retail,445310,,,,,Private,Surry,5,1089000,,2017
Breeze Thru-Avon,40374 Nc 12 Hwy,Avon,NC,27915,1302,Istvan,Kajari,Manager,2529953347,Beer & Ale-Retail,445310,,,,,Private,Dare,4,942000,BREEZETHRUOBX.COM,1998
Brevard ABC Store,350 N Broad St # A,Brevard,NC,28712,3354,,,,8288838128,Liquors-Retail,445310,445310,,,,Private,Transylvania,6,1100000,CITYOFBREVARD.COM,1984
Brew Thru Beverage Store,524 Baumtown Rd,Wanchese,NC,27981,9501,Philip,Foreman,Owner,2524753948,Beer & Ale-Retail,445310,445310,,,,Private,Dare,4,942000,BREWTHRU.COM,2006
Brew Thru Beverage Store,790 Ocean Trl,Corolla,NC,27927,9667,Dana,Lawrence,President,2524532878,Beer & Ale-Retail,445310,447190,,,,Private,Currituck,8,1783000,BREWTHRU.COM,1993
Brew Thru Beverage Store,3700 S Virginia Dare Trl,Nags Head,NC,27959,9274,Mark,Fearing,Manager,2524802739,Beer & Ale-Retail,445310,,,,,Private,Dare,3,706000,BREWTHRU.COM,1993
Brew Thru Beverage Store,2203 Highway 158 Mp 10,Nags Head,NC,27959,,Cathy,Ramsey,Manager,2524415108,Beer & Ale-Retail,445310,,,,,Private,Dare,3,706000,BREWTHRU.COM,1984
Brew Thru Beverage Store,2749 N Croatan Hwy,Kitty Hawk,NC,27949,,Michelle,Pruitt,General Mgr,2522613948,Beer & Ale-Retail,445310,,,,,Private,Dare,3,706000,BREWTHRU.COM,1984
Brewer's Kettle,308 E Mountain St,Kernersville,NC,27284,2943,,,,3369923333,Beer & Ale-Retail,445310,424690,,,,Private,Forsyth,1,482000,,2014
Brewer's Kettle,2505 N Main St # 101,High Point,NC,27262,8255,Dave,Armstrong,Owner,3368850099,Wines-Retail,445310,445310,,,,Private,Guilford,4,1476000,,2011
Broad Street Wines,30 S Broad St,Brevard,NC,28712,3728,Constance,Edmands,President,8288832101,Wines-Retail,445310,,,,,Private,Transylvania,2,367000,BROADSTREETWINES.COM,2013
Bruisin Ale's,66 Broadway St,Asheville,NC,28801,2916,Julie R,Atallah,Other,8282528999,Beer & Ale-Retail,445310,454110,,,,Private,Buncombe,4,1792000,BRUISIN-ALES.COM,2007
Brunswick ABC Store,5211 Andrew Jackson Hwy E,Delco,NC,28436,,Angie,Boone,Manager,9106552799,Liquors-Retail,445310,,,,,Private,Brunswick,3,652000,,1999
Brunswick ABC Store,1493 Vinson Blvd,Brunswick,NC,28424,,Whitney,Stephens,Manager,9106424670,Liquors-Retail,445310,445310,,,,Private,Columbus,3,551000,ABC.NC.GOV,2006
Brunswick County ABC Store,2567 Holden Beach Rd SW,Holden Beach,NC,28462,5339,Karen,Stineman,Manager,9108428839,Liquors-Retail,445310,,,,,Private,Brunswick,6,1304000,ABC.NC.GOV,1996
Bull Durham Beer Co LLC,2619 Western Blvd,Raleigh,NC,27606,2125,Jennifer B,Venable,Manager,9190001111,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,,2015
Bulldog Beer & Wine,2447 Park Rd,Charlotte,NC,28203,5926,Rob,Johnson,President,9803350492,Liquors-Retail,445310,445310,454110,,,Private,Mecklenburg,4,2024000,BULLDOGBEERANDWINE.COM,2013
Burlington Graham ABC Board,1409 S Third St,Mebane,NC,27302,8186,Glenda,Wilson,Manager,9193042516,Liquors-Retail,445310,,,,,Private,Alamance,3,648000,ABC.NC.GOV,2004
Burnsville ABC,683 W US Highway 19E Byp,Burnsville,NC,28714,7279,Brian,Franklin,Manager,8286824880,Liquors-Retail,445310,,,,,Private,Yancey,5,865000,ABCAUTHORIZEDREPAIR.COM,2011
Burnsville Wine & Inc,525 W Main St # 3,Burnsville,NC,28714,2864,Joyce,Watts,Other,8286823456,Wines-Retail,445310,,,,,Private,Yancey,2,346000,BURNSVILLEWINE.COM,2010
C R U Wine & Beers LLC,2309 Fleming Rd # 107,Greensboro,NC,27410,9824,Michael C,Hettenbach,Other,3360001111,Wines-Retail,445310,,,,,Private,Guilford,4,1476000,,2015
Cafe Wine,100 Hay St # 100,Fayetteville,NC,28301,5600,Brandon,Macer,Manager,9107792766,Wines-Retail,445310,722511,,,,Private,Cumberland,2,473000,THEWINECAFEUS.COM,2011
Camden County ABC Store,395 US Highway 158 W,Camden,NC,27921,,Durward,Medlon,Manager,2523351830,Liquors-Retail,445310,921120,,,,Private,Camden,6,1852000,ABC.NC.GOV,1990
Canton ABC Board,40 Main St,Canton,NC,28716,4330,Hugh,Williams,Manager,8286487263,Liquors-Retail,445310,445310,,,,Private,Haywood,5,1102000,,1984
Carolina Beer Temple,2127 Ayrsley Town Blvd # 101-B,Charlotte,NC,28273,3555,,,,7045175582,Beer & Ale-Retail,445310,,,,,Private,Mecklenburg,4,2024000,CAROLINABEERTEMPLE.NET,2017
Carolina Beer Temple,131 Matthews Station St # 1C,Matthews,NC,28105,6786,Robert,Jacik,President,7048472337,Beer & Ale-Retail,445310,424810,,,,Private,Mecklenburg,4,2024000,CAROLINABEERTEMPLE.NET,2012
Carolina Blue Store,1024 E Long Ave,Gastonia,NC,28054,3171,,,,9803481386,Liquors-Retail,445310,,,,,Private,Gaston,6,176000,,2017
Carolina Country Wines,8837 Arbor Creek Dr,Charlotte,NC,28269,541,Teresa A,Filipski,Principal,7049921753,Wines-Retail,445310,,,,,Private,Mecklenburg,7,3542000,CCWINES.BIZ,2011
Carolina Wine Club,105 S Laurel Ave # 91-D,Charlotte,NC,28207,1541,Angelus,Rickenbaker,President,7043448027,Liquors-Retail,445310,493190,,,,Private,Mecklenburg,1,506000,CAROLINAWINECLUB.COM,2009
Carolina Wine Mixer,8700 Emerald Dr # 20,Emerald Isle,NC,28594,7006,,,,2523543333,Wines-Retail,445310,,,,,Private,Carteret,2,412000,CAROLINAWINEMIXER.COM,2015
Carteret County ABC Board-Strs,4915 Arendell St # D,Morehead City,NC,28557,2687,,,,2527264267,Liquors-Retail,445310,,,,,Private,Carteret,5,1030000,,2011
Casual Pint,1863 Hendersonville Rd # 145,Asheville,NC,28803,6620,Brad,Rogers,Owner,8284125757,Beer & Ale-Retail,445310,722410,,,,Private,Buncombe,10,4480000,THECASUALPINT.COM,2018
Caswell County Alcoholic,768 Nc Highway 700,Pelham,NC,27311,,Carolyn,Mc Cane,Manager,3363882407,Liquors-Retail,445310,813410,,,,Private,Caswell,3,414000,,1994
Catawba County ABC,8606 Nc Highway 150 E,Terrell,NC,28682,8711,Ronnie,Kaylor,Manager,8284782169,Liquors-Retail,445310,452319,,,,Private,Catawba,1,248000,,2009
Catawba County ABC Board,550 Southwest Blvd,Newton,NC,28658,4341,Lloyd,Hudson,Manager,7043250111,Liquors-Retail,445310,,,,,Private,Catawba,6,1487000,CATAWBACOUNTYABC.COM,2011
Catawba County ABC Board,522 Southwest Blvd,Newton,NC,28658,,,,,7043250111,Liquors-Retail,445310,,,,,Private,Catawba,5,1240000,CATAWBACOUNTYABC.COM,2015
Catawba County ABC Board,5640 Highway 150 E,Denver,NC,28037,,,,,7044839891,Liquors-Retail,445310,445310,,,,Private,Catawba,5,1125000,,2015
Catawba County ABC Store,312 1st Ave SW,Hickory,NC,28602,2939,Les,Carpenter,Manager,8283584597,Liquors-Retail,445310,,,,,Private,Catawba,5,1240000,CATAWBACOUNTYABC.COM,2005
Catawba County ABC Store,5640 Highway 150 E,Denver,NC,28037,,,,,7044839891,Liquors-Retail,445310,,,,,Private,Catawba,5,1240000,,1999
Cave Taureau Wines,339 W Main St,Durham,NC,27701,3215,Noel,Sherr,Owner,9199089877,Liquors-Retail,445310,445310,,,,Private,Durham,3,826000,CAVETAUREAUWINES.COM,2013
Caviste,3443 Robinhood Rd # N,Winston Salem,NC,27106,4760,Russ,Anderson,Owner,3367743775,Wines-Retail,445310,,,,,Private,Forsyth,1,482000,THECAVISTEWS.COM,2011
Cellar 55,1351 E Broad St,Fuquay Varina,NC,27526,1966,William R,Wigington,Other,9194461156,Wines-Retail,445310,,,,,Private,Wake,2,39000,CELLAR55NC.COM,2017
Chadbourn ABC Board,521 Joe Brown Hwy N,Chadbourn,NC,28431,,Randy,Britt,Manager,9106544621,Liquors-Retail,445310,,,,,Private,Columbus,3,551000,,1999
Chapel Hill Wine Co,2809 Homestead Rd,Chapel Hill,NC,27516,2760,Todd,Wielar,Owner,9199681884,Wines-Retail,445310,453220,,,,Private,Orange,4,453000,CHAPELHILLWINECOMPANY.COM,2003
Charles' Place,518 S Main St,Randleman,NC,27317,2018,Rodney,Jernigan,Owner,3364983415,Beer & Ale-Retail,445310,,,,,Private,Randolph,3,641000,,1984
Charlie T Locklear Vineyard,1872 Preston Rd,Maxton,NC,28364,8355,Daryl W,Locklear,Owner,9107341572,Wines-Retail,445310,,,,,Private,Robeson,1,218000,LOCKLEARWINERY.COM,2003
Charlotte Wine & Food Weekend,1515 Mockingbird Ln # 815,Charlotte,NC,28209,3285,,,,7043389463,Wines-Retail,445310,,,,,Private,Mecklenburg,7,3542000,CHARLOTTEWINEANDFOOD.ORG,2017
Charlotte Wine Svc LLC,3817 Saint Mary Ave,Charlotte,NC,28205,7744,Bill,Bounds,Owner,7040001111,Wines-Retail,445310,,,,,Private,Mecklenburg,7,3542000,,2016
Chatham County ABC,8038 Moncure Pittsboro Rd,Moncure,NC,27559,,Matt,Williams,Manager,9195421164,Liquors-Retail,445310,,,,,Private,Chatham,2,374000,CHATHAMCOUNTY.ORG,2000
Chatham County ABC,50050 Governors Dr,Chapel Hill,NC,27517,8628,Gary,Reives,Manager,9199675114,Liquors-Retail,445310,445310,,,,Private,Chatham,2,374000,,2001
Chatham County ABC Board,11312 US 15 501 N # 302,Chapel Hill,NC,27517,6376,Matt,Williams,Manager,9199421142,Liquors-Retail,445310,921190,,,,Private,Chatham,5,933000,,1995
Chatham Street Wine Market,111 W Chatham St,Cary,NC,27511,3331,,,,9193772988,Wines-Retail,445310,,,,,Private,Wake,2,39000,CHATHAMSTREETWINE.COM,2015
Cherryville ABC Board,112 N Cherry St,Cherryville,NC,28021,2980,,,,7044352559,Liquors-Retail,445310,445310,,,,Private,Gaston,7,205000,,2000
Chip's Wine & Beer Market,2200 N Croatan Hwy,Kill Devil Hills,NC,27948,9542,Tammy,Kennon,Owner,2524498229,Wines-Retail,445310,,,,,Private,Dare,4,942000,CHIPSWINEMARKET.COM,2005
Chips Wine & Beer Market,102 Moyock Commons Dr # E,Moyock,NC,27958,8738,Phil,Wayland,Owner,2524351629,Wines-Retail,445310,,,,,Private,Currituck,3,669000,CHIPSWINEMARKET.COM,2005
CHL International Trading,3809 Beam Rd # D,Charlotte,NC,28217,2852,Lukas,Livas,President,7043290006,Wines-Retail,445310,541690,,,,Private,Mecklenburg,4,2024000,CHLWINES.COM,1991
Christopher's Wine & Cheese,110 Sunset Dr,Blowing Rock,NC,28605,7242,,,,8284149111,Wines-Retail,445310,,,,,Private,Watauga,2,440000,CHRISTOPHERSWINEANDCHEESE.COM,2008
City Beverage Inc-Winston Slm,915 Burke St,Winston Salem,NC,27101,2528,Harry,Davis,Owner,3367222774,Beer & Ale-Retail,445310,423820,424490,445310,453998,Private,Forsyth,1,482000,CITYBEVERAGE.COM,1946
Classic Wineseller,20 Church St,Waynesville,NC,28786,5709,Richard,Miller,Owner,8284526000,Wines-Retail,445310,424820,454110,,,Private,Haywood,2,441000,CLASSICWINESELLER.COM,1998
Clayton Beverage Taproom,11679 US 70 Business Hwy W,Clayton,NC,27520,2266,,,,9193593309,Beer & Ale-Retail,445310,424490,,,,Private,Johnston,4,955000,CLAYTONBEVERAGECO.COM,2014
Clinton City ABC Store,414 Southeast Blvd,Clinton,NC,28328,3628,Barbara,Bailey,Manager,9105924355,Liquors-Retail,445310,,,,,Private,Sampson,5,1113000,,1989
Coastal Wine & Brew LLC,20 E Second St # B,Ocean Isle Beach,NC,28469,7668,,,,9100001111,Wines-Retail,445310,,,,,Private,Brunswick,2,435000,,2016
Coldest Beer In Town Inc,140 Airport Rd # F,Arden,NC,28704,8333,Aleksaudar,Stamatovich,President,8280001111,Beer & Ale-Retail,445310,,,,,Private,Buncombe,4,1792000,,2014
College Beverage,3006 Hillsborough St,Raleigh,NC,27607,5435,Raj,Kumar,Owner,9198323778,Wines-Retail,445310,424490,445310,,,Private,Wake,2,39000,COLLEGEBEVERAGE.COM,2005
College Hill Sundries,900 Spring Garden St,Greensboro,NC,27403,2410,James,King III,Owner,3363701372,Beer & Ale-Retail,445310,,,,,Private,Guilford,4,1476000,,1997
COLUMBUS ABC Store,250 W Mills St # 3,Columbus,NC,28722,9451,George,Miller,Manager,8288943188,Liquors-Retail,445310,,,,,Private,Polk,4,744000,ABC.NC.GOV,2000
Common Market,2007 Commonwealth Ave,Charlotte,NC,28205,5021,Blake,Barnes,Owner,7043346209,Wines-Retail,445310,445120,722511,722513,,Private,Mecklenburg,20,10120000,COMMONMARKETISGOOD.COM,2008
Cork & Beans,117 N Elm St,Columbia,NC,27925,,Grace,Bishop,Owner,2527964727,Wines-Retail,445310,722511,,,,Private,Tyrrell,3,926000,VINEYARDSONTHESCUPPERNONG.COM,2018
Cork Screw Wine Shoppe & Bar,16916 Birkdale Commons Pkwy,Huntersville,NC,28078,1817,Joseph,Klosek,COO,7049870011,Wines-Retail,445310,,,,,Private,Mecklenburg,7,3542000,CORKSCREWWINEPUB.COM,2004
Corner Bar Liberty,253 N Greensboro St,Liberty,NC,27298,,Bill,Collins,Owner,3366223496,Beer & Ale-Retail,445310,722410,,,,Private,Randolph,2,428000,,2009
Corolla Wine Cigar Gourmet,794M Sunset Blvd,Corolla,NC,27927,9501,Kenny,Garvey,Owner,2524536048,Wines-Retail,445310,,,,,Private,Currituck,1,223000,COROLLAWINECIGAR.COM,2012
Craft Beer Cellar,109 Government Ave SW,Hickory,NC,28602,2936,,,,8283272337,Beer & Ale-Retail,445310,,,,,Private,Catawba,5,1240000,CRAFTBEERCELLAR.COM,2013
Craft Beer In Morrisville Nc,9521 Lumley Rd,Morrisville,NC,27560,6235,,,,9192394368,Beer & Ale-Retail,445310,,,,,Private,Durham,2,551000,MORRISVILLEBAR.COM,2017
Craft City Sip In,2130 New Garden Rd,Greensboro,NC,27410,1606,Tracey L,Duhaime,Other,3368977222,Beer & Ale-Retail,445310,,,,,Private,Guilford,4,1476000,CRAFTCITYSIPIN.COM,2015
Crafty Beer Guys LLC,114 S Old Statesville Rd,Huntersville,NC,28078,9658,Shawn,Richards,Owner,7040001111,Beer & Ale-Retail,445310,,,,,Private,Mecklenburg,4,2024000,,2014
Cramerton ABC Board,202 Market St,Cramerton,NC,28032,1151,Mike,Dickson,Manager,7048247303,Liquors-Retail,445310,493190,445310,,,Private,Gaston,6,176000,CRAMERTONPD.ORG,2007
Crate Wine Market & Project,100 Daniel Dr,Laurel Park,NC,28739,3912,Nicole,Baumann,Owner,8286963283,Wines-Retail,445310,,,,,Private,Henderson,2,472000,,2016
Craven County ABC Store,985 US Highway 70 E,New Bern,NC,28560,6535,Denise,Turnage,Manager,2526332246,Liquors-Retail,445310,,,,,Private,Craven,5,1193000,,2005
Cravin' Wine,1706 US Highway 70 E # A,New Bern,NC,28560,6844,Dan,Moses,Owner,2525142675,Wines-Retail,445310,,,,,Private,Craven,2,477000,CRAVINWINE.COM,2010
Crooked Lotus Craft Beer-Wine,1283 Nc Highway 210 # G,Sneads Ferry,NC,28460,,,,,9106206725,Beer & Ale-Retail,445310,,,,,Private,Onslow,4,,,2019
Cumberland County,5091 Morganton Rd,Fayetteville,NC,28314,1523,Jean,Webb,Director,9104873010,Liquors-Retail,445310,,,,,Private,Cumberland,4,946000,,2007
Cumberland County ABC Store,2138 Cedar Creek Rd,Fayetteville,NC,28312,9546,,,,9104851296,Liquors-Retail,445310,,,,,Private,Cumberland,4,946000,,2005
Custom Home Pubs LLC,11416 E Independence Blvd # K,Matthews,NC,28105,4947,Geoffrey,Goss,Owner,7043155223,Beer & Ale-Retail,445310,722410,,,,Private,Mecklenburg,4,2024000,CUSTOMHOMEPUBS.COM,2011
D & Wine Supply,147 4th Ave W,Hendersonville,NC,28792,4384,,,,8285131899,Wines-Retail,445310,,,,,Private,Henderson,2,472000,DBBREWERSANDWINESUPPLY.COM,2018
Dare County ABC Stores,47357 Nc 12 Hwy,Buxton,NC,27920,,Carol,Peele,Manager,2529955532,Liquors-Retail,445310,,,,,Private,Dare,4,942000,,2012
Dare County ABC Stores No 1,5440 N Croatan Hwy,Kitty Hawk,NC,27949,,Paul,Horak,Manager,2522612477,Liquors-Retail,445310,921190,,,,Private,Dare,5,1177000,,2003
Db Brewer & Wine Supply LLC,147 4th Ave W # B,Hendersonville,NC,28792,4385,Elisabeth M,Graham,Manager,8285131899,Wines-Retail,445310,,,,,Private,Henderson,2,472000,DBBREWERSANDWINESUPPLY.COM,2016
Db Market,111 W Chatham St,Cary,NC,27511,3331,,,,9193772988,Wines-Retail,445310,,,,,Private,Wake,2,39000,,2015
De Gustibus Inc,5850 Fayetteville Rd # 102,Durham,NC,27713,6289,Danny,Moran,Owner,9198063111,Wines-Retail,445310,,,,,Private,Durham,5,1376000,WINECELLARNC.COM,1996
De Maison Selections,101 Cosgrove Ave # 220,Chapel Hill,NC,27514,5277,Andre,Tamers,Owner,9199334245,Wines-Retail,445310,423990,,,,Private,Orange,3,340000,DEMAISONSELECTIONS.COM,1940
Dellwood ABC,2721 Dellwood Rd,Waynesville,NC,28786,2671,Nancy,Grant,Manager,8289440283,Liquors-Retail,445310,445310,,,,Private,Haywood,5,1102000,DELLWOOABC.COM,2009
Dirtbag Ales,3623 Legion Rd,Hope Mills,NC,28348,8413,,,,9104262537,Beer & Ale-Retail,445310,312120,,,,Private,Cumberland,4,946000,DIRTBAGALES.COM,2014
Divinity Beer Systems,174 Bradley Branch Rd,Arden,NC,28704,9237,Daniel Roth,Hardin,Other,8286760352,Beer & Ale-Retail,445310,,,,,Private,Buncombe,4,1792000,,2013
Dobson ABC Board,816 E Atkins St,Dobson,NC,27017,,Ralph,Holt,Manager,3363564103,Liquors-Retail,445310,445310,,,,Private,Surry,3,653000,,2006
Don Julio Tequilas LLC,12516 Capital Blvd # 104,Wake Forest,NC,27587,4658,Santiago,Romo,Owner,9190001111,Liquors-Retail,445310,,,,,Private,Wake,3,58000,,2015
Dragonfly Wine Market,101 W Warren St,Shelby,NC,28150,5356,Jamie,Coulter,Other,7044663578,Wines-Retail,445310,445299,445299,,,Private,Cleveland,2,427000,DRAGONFLYWINEMARKET.COM,2012
Drink,215 Glenwood Ave # C,Raleigh,NC,27603,1438,Cameron,Bridger,Owner,9196731365,Wines-Retail,445310,,,,,Private,Wake,1,20000,DRINKRALEIGH.COM,2017
Duck Deli,1221 Duck Rd,Duck,NC,27949,4561,Ron,Forlano,Owner,2522613354,Beer & Ale-Retail,445310,722511,722513,,,Private,Dare,3,706000,,2015
Durham County ABC Board,2634 Durham Chapel Hill # 100,Durham,NC,27707,2875,Perlie,Davis,Director,9194936773,Liquors-Retail,445310,,,,,Private,Durham,3,826000,DURHAMABC.COM,2008
Durham County ABC Board,4717 Hope Valley Rd,Durham,NC,27707,5617,,,,9194199811,Liquors-Retail,445310,,,,,Private,Durham,5,1376000,DURHAMABC.COM,2011
Durham County ABC Board,1930 Holloway St,Durham,NC,27703,2212,Kevin,Lynk,Manager,9194196217,Liquors-Retail,445310,,,,,Private,Durham,6,1651000,DURHAMABC.COM,2009
Durham County ABC Board,2806 Hillsborough Rd,Durham,NC,27705,4046,,,,9192862525,Liquors-Retail,445310,,,,,Private,Durham,5,1376000,DURHAMABC.COM,2009
Durham County ABC Board,2121 Tw Alexander Dr,Morrisville,NC,27560,6815,Steve,Stroud,Manager,9195989761,Liquors-Retail,445310,,,,,Private,Durham,4,1101000,DURHAMABC.COM,2009
Durham County ABC Board,5234 N Roxboro Rd,Durham,NC,27712,2831,Doug,Mc Gehee,Manager,9194714854,Liquors-Retail,445310,,,,,Private,Durham,8,2201000,DURHAMABC.COM,2009
Durham County ABC Board,5202 Nc Highway 55,Durham,NC,27713,9432,Stevon,Strudwick,Manager,9195441278,Liquors-Retail,445310,,,,,Private,Durham,5,1376000,DURHAMABC.COM,2009
Durham County ABC Board,3318 Guess Rd,Durham,NC,27705,2106,Tony,Wheeley,Manager,9194770860,Liquors-Retail,445310,,,,,Private,Durham,5,1376000,DURHAMABC.COM,2009
Durham County ABC Board,6209 Falconbridge Rd # A,Chapel Hill,NC,27517,8212,,,,9194196217,Liquors-Retail,445310,,,,,Private,Durham,4,1101000,DURHAMABC.COM,2009
Durham County ABC Store # 1,1928 Holloway St,Durham,NC,27703,2212,Schwana,Howard,Manager,9196824943,Liquors-Retail,445310,452319,,,,Private,Durham,4,1101000,DURHAMABC.COM,2012
E R Corner Store,254 Mill Rd,Rockingham,NC,28379,5500,Hashed,Hassan,Owner,9109977070,Beer & Ale-Retail,445310,445120,445110,,,Private,Richmond,2,442000,CORNERSTORE.COM,2006
Edgecombe ABC,1105 E Raleigh Blvd,Rocky Mount,NC,27801,5897,Odel,Pittman,Manager,2524428928,Liquors-Retail,445310,,,,,Private,Edgecombe,5,1110000,ABC.NC.GOV,2003
Edgecombe ABC Board,414 W Wilson St,Tarboro,NC,27886,4237,Mike,Houston,Manager,2528238147,Liquors-Retail,445310,,,,,Private,Edgecombe,30,6655000,,2012
Edgecombe ABC Store 3,100 S 3rd St,Murfreesboro,NC,27855,,,,,2528275982,Liquors-Retail,445310,,,,,Private,Hertford,5,977000,,2009
Edgecombe ABC Store 4,101 W Hamlet St,Pinetops,NC,27864,,Mike,Houston,Manager,2528274562,Liquors-Retail,445310,,,,,Private,Edgecombe,5,1110000,,2009
